1,-3.1878,55.9444,190,-3.188095442325904,55.9443479055467,null
2,-3.188095442325904,55.9443479055467,190,-3.188390884651808,55.9442958110934,null
3,-3.188390884651808,55.9442958110934,90,-3.188390884651808,55.9445958110934,null
4,-3.188390884651808,55.9445958110934,90,-3.188390884651808,55.9448958110934,null
5,-3.188390884651808,55.9448958110934,80,-3.188338790198508,55.94519125341931,null
6,-3.188338790198508,55.94519125341931,90,-3.188338790198508,55.94549125341931,null
7,-3.188338790198508,55.94549125341931,110,-3.1884413962415055,55.94577316120555,null
8,-3.1884413962415055,55.94577316120555,110,-3.188544002284503,55.94605506899179,null
9,-3.188544002284503,55.94605506899179,180,-3.1888440022845033,55.94605506899179,null
10,-3.1888440022845033,55.94605506899179,180,-3.1891440022845035,55.94605506899179,null
11,-3.1891440022845035,55.94605506899179,180,-3.1894440022845036,55.94605506899179,null
12,-3.1894440022845036,55.94605506899179,180,-3.189744002284504,55.94605506899179,null
13,-3.189744002284504,55.94605506899179,180,-3.190044002284504,55.94605506899179,null
14,-3.190044002284504,55.94605506899179,180,-3.190344002284504,55.94605506899179,null
15,-3.190344002284504,55.94605506899179,190,-3.190639444610408,55.94600297453849,null
16,-3.190639444610408,55.94600297453849,180,-3.1909394446104082,55.94600297453849,null
17,-3.1909394446104082,55.94600297453849,190,-3.191234886936312,55.945950880085185,null
18,-3.191234886936312,55.945950880085185,180,-3.1915348869363123,55.945950880085185,null
19,-3.1915348869363123,55.945950880085185,170,-3.191830329262216,55.94600297453849,null
20,-3.191830329262216,55.94600297453849,310,-3.1916374929793103,55.94577316120555,null
21,-3.1916374929793103,55.94577316120555,310,-3.1914446566964045,55.945543347872615,null
22,-3.1914446566964045,55.945543347872615,310,-3.1912518204134988,55.94531353453968,null
23,-3.1912518204134988,55.94531353453968,310,-3.191058984130593,55.94508372120674,null
24,-3.191058984130593,55.94508372120674,320,-3.1908291707976573,55.944890884923836,null
25,-3.1908291707976573,55.944890884923836,320,-3.1905993574647216,55.94469804864093,null
26,-3.1905993574647216,55.94469804864093,320,-3.190369544131786,55.944505212358024,null
27,-3.190369544131786,55.944505212358024,320,-3.19013973079885,55.94431237607512,null
28,-3.19013973079885,55.94431237607512,330,-3.1898799231777146,55.94416237607512,null
29,-3.1898799231777146,55.94416237607512,300,-3.1897299231777145,55.943902568453986,null
30,-3.1897299231777145,55.943902568453986,300,-3.1895799231777144,55.94364276083285,null
31,-3.1895799231777144,55.94364276083285,200,-3.18986183096395,55.94354015478985,null
32,-3.18986183096395,55.94354015478985,200,-3.190143738750186,55.94343754874685,null
33,-3.190143738750186,55.94343754874685,230,-3.1903365750330916,55.943207735413914,null
34,-3.1903365750330916,55.943207735413914,240,-3.1904865750330917,55.94294792779278,null
35,-3.1904865750330917,55.94294792779278,0,-3.1901865750330916,55.94294792779278,null
36,-3.1901865750330916,55.94294792779278,350,-3.1898911327071877,55.94289583333948,null
37,-3.1898911327071877,55.94289583333948,300,-3.1897411327071876,55.94263602571834,null
38,-3.1897411327071876,55.94263602571834,80,-3.1896890382538876,55.94293146804425,null
39,-3.1896890382538876,55.94293146804425,10,-3.1893935959279838,55.94298356249755,null
40,-3.1893935959279838,55.94298356249755,50,-3.189200759645078,55.94321337583049,null
41,-3.189200759645078,55.94321337583049,50,-3.189007923362172,55.943443189163425,null
42,-3.189007923362172,55.943443189163425,50,-3.1888150870792664,55.94367300249636,null
43,-3.1888150870792664,55.94367300249636,290,-3.188712481036269,55.94339109471012,null
44,-3.188712481036269,55.94339109471012,0,-3.1884124810362686,55.94339109471012,null
45,-3.1884124810362686,55.94339109471012,0,-3.1881124810362684,55.94339109471012,null
46,-3.1881124810362684,55.94339109471012,0,-3.1878124810362682,55.94339109471012,null
47,-3.1878124810362682,55.94339109471012,350,-3.1875170387103644,55.94333900025682,null
48,-3.1875170387103644,55.94333900025682,0,-3.187217038710364,55.94333900025682,null
49,-3.187217038710364,55.94333900025682,290,-3.1871144326673666,55.94305709247058,null
50,-3.1871144326673666,55.94305709247058,300,-3.1869644326673665,55.94279728484945,null
51,-3.1869644326673665,55.94279728484945,10,-3.1866689903414627,55.94284937930275,null
52,-3.1866689903414627,55.94284937930275,20,-3.186387082555227,55.94295198534575,null
53,-3.186387082555227,55.94295198534575,350,-3.186091640229323,55.94289989089245,null
54,-3.186091640229323,55.94289989089245,0,-3.185791640229323,55.94289989089245,null
55,-3.185791640229323,55.94289989089245,350,-3.185496197903419,55.942847796439146,null
56,-3.185496197903419,55.942847796439146,10,-3.1852007555775153,55.94289989089245,null
57,-3.1852007555775153,55.94289989089245,10,-3.1849053132516114,55.94295198534575,null
58,-3.1849053132516114,55.94295198534575,70,-3.184802707208614,55.94323389313199,null
59,-3.184802707208614,55.94323389313199,120,-3.184952707208614,55.94349370075312,null
60,-3.184952707208614,55.94349370075312,130,-3.1851455434915197,55.94372351408606,null
61,-3.1851455434915197,55.94372351408606,80,-3.1850934490382197,55.944018956411966,null
62,-3.1850934490382197,55.944018956411966,70,-3.184990842995222,55.944300864198205,null
63,-3.184990842995222,55.944300864198205,80,-3.184938748541922,55.94459630652411,null
64,-3.184938748541922,55.94459630652411,60,-3.184788748541922,55.944856114145246,null
65,-3.184788748541922,55.944856114145246,60,-3.184638748541922,55.94511592176638,null
66,-3.184638748541922,55.94511592176638,60,-3.1844887485419218,55.945375729387514,null
67,-3.1844887485419218,55.945375729387514,230,-3.1846815848248275,55.94514591605458,null
68,-3.1846815848248275,55.94514591605458,230,-3.1848744211077333,55.94491610272164,null
69,-3.1848744211077333,55.94491610272164,220,-3.185104234440669,55.944723266438736,null
