1,-3.1869497895240784,55.94491107257533,300,-3.1867997895240783,55.944651264954196,artist.gets.react
2,-3.1867997895240783,55.944651264954196,0,-3.186499789524078,55.944651264954196,rated.fired.crowds
3,-3.186499789524078,55.944651264954196,330,-3.1862399819029426,55.9445012649542,null
4,-3.1862399819029426,55.9445012649542,280,-3.1861878874496425,55.94420582262829,null
5,-3.1861878874496425,55.94420582262829,210,-3.186447695070778,55.94405582262829,lime.learns.front
6,-3.186447695070778,55.94405582262829,180,-3.1867476950707783,55.94405582262829,null
7,-3.1867476950707783,55.94405582262829,190,-3.187043137396682,55.94400372817499,null
8,-3.187043137396682,55.94400372817499,140,-3.187272950729618,55.9441965644579,null
9,-3.187272950729618,55.9441965644579,130,-3.1874657870125236,55.94442637779083,null
10,-3.1874657870125236,55.94442637779083,140,-3.1876956003454593,55.94461921407374,null
11,-3.1876956003454593,55.94461921407374,130,-3.187888436628365,55.944849027406676,agents.mile.crib
12,-3.187888436628365,55.944849027406676,120,-3.188038436628365,55.94510883502781,null
13,-3.188038436628365,55.94510883502781,120,-3.1881884366283653,55.945368642648944,null
14,-3.1881884366283653,55.945368642648944,120,-3.1883384366283654,55.94562845027008,null
15,-3.1883384366283654,55.94562845027008,120,-3.1884884366283655,55.94588825789121,boost.radar.stress
16,-3.1884884366283655,55.94588825789121,180,-3.1887884366283656,55.94588825789121,null
17,-3.1887884366283656,55.94588825789121,170,-3.1890838789542695,55.945940352344515,null
18,-3.1890838789542695,55.945940352344515,180,-3.1893838789542697,55.945940352344515,coherent.saints.stuck
19,-3.1893838789542697,55.945940352344515,220,-3.1896136922872054,55.94574751606161,null
20,-3.1896136922872054,55.94574751606161,230,-3.189806528570111,55.94551770272867,turkey.limit.ramp
21,-3.189806528570111,55.94551770272867,160,-3.190088436356347,55.94562030877167,null
22,-3.190088436356347,55.94562030877167,160,-3.1903703441425826,55.945722914814674,null
23,-3.1903703441425826,55.945722914814674,160,-3.1906522519288183,55.945825520857674,null
24,-3.1906522519288183,55.945825520857674,160,-3.190934159715054,55.945928126900675,null
25,-3.190934159715054,55.945928126900675,170,-3.191229602040958,55.94598022135398,simple.rust.audio
26,-3.191229602040958,55.94598022135398,270,-3.191229602040958,55.945680221353975,skins.engage.best
27,-3.191229602040958,55.945680221353975,230,-3.1914224383238636,55.94545040802104,null
28,-3.1914224383238636,55.94545040802104,240,-3.1915724383238637,55.945190600399904,hills.feels.tunes
29,-3.1915724383238637,55.945190600399904,340,-3.191290530537628,55.9450879943569,null
30,-3.191290530537628,55.9450879943569,340,-3.1910086227513923,55.9449853883139,shapes.sheep.nature
31,-3.1910086227513923,55.9449853883139,260,-3.1910607172046923,55.944689945987996,null
32,-3.1910607172046923,55.944689945987996,270,-3.1910607172046923,55.94438994598799,paying.crowd.weep
33,-3.1910607172046923,55.94438994598799,330,-3.1908009095835568,55.944239945987995,null
34,-3.1908009095835568,55.944239945987995,320,-3.190571096250621,55.94404710970509,pump.wheels.hulk
35,-3.190571096250621,55.94404710970509,220,-3.1908009095835568,55.94385427342218,null
36,-3.1908009095835568,55.94385427342218,220,-3.1910307229164925,55.943661437139276,loaf.cheer.slave
37,-3.1910307229164925,55.943661437139276,300,-3.1908807229164924,55.94340162951814,null
38,-3.1908807229164924,55.94340162951814,300,-3.1907307229164923,55.94314182189701,null
39,-3.1907307229164923,55.94314182189701,290,-3.1906281168734947,55.94285991411077,tonic.bliss.cove
40,-3.1906281168734947,55.94285991411077,0,-3.1903281168734945,55.94285991411077,null
41,-3.1903281168734945,55.94285991411077,10,-3.1900326745475907,55.94291200856407,second.launch.miles
42,-3.1900326745475907,55.94291200856407,50,-3.189839838264685,55.94314182189701,null
43,-3.189839838264685,55.94314182189701,50,-3.189647001981779,55.943371635229944,null
44,-3.189647001981779,55.943371635229944,60,-3.189497001981779,55.94363144285108,cars.attend.hotels
45,-3.189497001981779,55.94363144285108,30,-3.1892371943606435,55.943781442851076,null
46,-3.1892371943606435,55.943781442851076,30,-3.188977386739508,55.943931442851074,noted.friday.jams
47,-3.188977386739508,55.943931442851074,300,-3.188827386739508,55.94367163522994,null
48,-3.188827386739508,55.94367163522994,290,-3.18872478069651,55.9433897274437,system.speak.guard
49,-3.18872478069651,55.9433897274437,290,-3.1886221746535126,55.94310781965746,groups.ideas.script
50,-3.1886221746535126,55.94310781965746,50,-3.188429338370607,55.9433376329904,null
51,-3.188429338370607,55.9433376329904,60,-3.1882793383706067,55.94359744061153,null
52,-3.1882793383706067,55.94359744061153,50,-3.188086502087701,55.94382725394447,cubs.trucks.help
53,-3.188086502087701,55.94382725394447,340,-3.1878045943014652,55.94372464790147,null
54,-3.1878045943014652,55.94372464790147,340,-3.1875226865152295,55.94362204185847,shut.stands.media
55,-3.1875226865152295,55.94362204185847,320,-3.187292873182294,55.94342920557556,scale.chair.kinds
56,-3.187292873182294,55.94342920557556,240,-3.187442873182294,55.94316939795443,null
57,-3.187442873182294,55.94316939795443,240,-3.187592873182294,55.942909590333294,panic.squad.danger
58,-3.187592873182294,55.942909590333294,340,-3.1873109653960583,55.94280698429029,null
59,-3.1873109653960583,55.94280698429029,340,-3.1870290576098226,55.94270437824729,strut.river.surely
60,-3.1870290576098226,55.94270437824729,10,-3.1867336152839187,55.942756472700594,null
61,-3.1867336152839187,55.942756472700594,10,-3.186438172958015,55.9428085671539,null
62,-3.186438172958015,55.9428085671539,0,-3.1861381729580147,55.9428085671539,null
63,-3.1861381729580147,55.9428085671539,10,-3.185842730632111,55.9428606616072,null
64,-3.185842730632111,55.9428606616072,0,-3.1855427306321107,55.9428606616072,dent.shins.cycle
65,-3.1855427306321107,55.9428606616072,10,-3.185247288306207,55.9429127560605,null
66,-3.185247288306207,55.9429127560605,10,-3.184951845980303,55.9429648505138,null
67,-3.184951845980303,55.9429648505138,10,-3.184656403654399,55.943016944967106,courier.assume.bill
